29.3,13.8,59.8
82.2,17.9,42.1
3.7,72.6,10.5
93.9,21.6,54.1
4.9,47.7,40.8
91,43.5,13.8
54.2,98.5,7.4
87.4,35.6,36.4
3.3,23.3,91.8
25.7,47.8,90
68,79.4,25.7
5.3,43.1,36.2
75.3,56.4,91
56.6,39,56.3
45,70.4,42.1
48.3,77.3,27.1
35.8,83.6,65.4
12.5,21.5,56
93.4,37.3,22.9
93.2,71.6,64.5
39.6,3,4.5
40.9,69.2,52.2
88.5,93.5,66.7
82.6,53.8,24.9
32.2,30.5,29.9
80.8,96.7,6.4
96,24.3,3.2
63.3,93.5,98.3
10.7,14.7,32.6
41.4,8,90.4
99.6,13,14.2
20.3,69.2,19.7
71,69,45.4
50.2,18.4,32.8
87.8,48.1,40.1
20.8,68.4,26.7
72,2.1,30.8
37.1,64.5,81.1
13.5,38.8,80.8
55.6,44.2,68.8
94.4,74,79.8
67.8,8,27.8
77.7,29.9,81.9
65.6,49.1,63.3
11.6,66.1,22.2
72.9,18.2,62.7
38.7,32.7,86.1
2.9,74.9,15
92.2,86.5,46.9
54.7,82.9,48.5
92.2,34.2,70.8
71.9,44,49.3
48.9,67,72.2
38.9,2.4,89.4
96.1,67.7,97.5
10.3,34.9,90.8
18.5,72.6,38.3
71.7,9.9,88.6
25.7,48.6,71.9
1.9,33.2,67.3
11.2,96.8,16.5
51.2,65,19.7
76.4,65.1,40
80.2,22.6,71.6
18.3,15.7,58.2
23.8,60.8,83.4
80.7,25.7,11.4
44.2,96.2,86.3
33.2,91,39.6
96.8,2.8,30
83,88,56.4
78.9,75.5,6.8
79.3,25.2,90.5
59.7,76.1,1.7
83.7,12.2,40.8
7.6,47.5,41.6
29.3,50.5,61.4
79.8,2.9,23
31.6,29,12.5
53.8,21.1,38.2
31.4,94.1,89.6
65.4,25,0.7
74.6,63.9,24.8
70.8,90.7,99.2
5.5,49.1,34.3
39,50,52.7
35,22.5,83.6
31.1,9.4,20.2
78.2,42.9,13.7
28.8,65.8,98.6
58.5,33.2,78
96.2,58.6,84.7
4,14,56.7
13.8,94.4,82.4
52.8,21,42.3
6.2,46.5,40.8
71.2,34.1,81.4
22.1,54.8,86.9
90.5,33.4,88.4
75.5,47.5,36.9
35,83.2,35.3
3.9,71.2,6.3
34.7,80.6,93.3
60.5,36.8,77.4
74.9,58.7,46.9
0.6,26.3,61.5
53.9,22.4,49.6
92.8,0,79.1
9.4,27.9,87.7
77.4,33.9,18.8
96.4,9.7,11.5
63.9,98.1,14.4
29.4,32.2,22.3
19.7,83.1,7.6
34.3,79.3,57.7
21.1,27.6,45.2
97.4,59.7,77.4
50,0.1,9.3
28.4,13.1,35.5
41,0.8,47.5
58.5,83.7,40.1
45.6,56.2,57.1
32.8,90.8,62.4
19.7,66.3,70.5
26.8,64.7,12.5
65.9,73.6,73.8
91.1,13.8,0.8
46.3,8.1,60.1
51.3,25.6,96.6
53.3,91.6,47.9
96.3,9.5,98.9
3.5,42.2,6.6
30,54,69.2
88.6,32.8,52.2
19.7,23,60.4
42.9,97.6,84.9
65.8,0.8,17.1
78.5,68.3,68.6
74,43.7,42.6
60.4,92.1,7.8
92.6,0.1,63.5
8.9,79.2,35.7
62,20.3,53
66.2,27.7,84.3
30.2,24.6,2.6
51.1,57.9,83.7
28.9,58,29.4
92.4,32.3,19.5
95.7,92.3,17.4
0.7,14.2,53.5
25.2,20.2,96.4
82.4,55.2,39.2
81.9,82.4,92.8
51.1,38.8,13
27.7,51.9,29.9
84.5,38.1,76
23.4,53.8,95.7
87.4,77.2,39.5
33,55.3,98.1
94.9,37.1,78.4
1.8,83.2,53.5
6.8,51.1,83.3
64.6,86.9,65.6
17.7,8.4,8.1
7.9,92,21.9
8.7,47.7,7
14.9,47.1,44.8
14.8,73.9,18.6
58.5,99.5,44.4
39.7,0.5,20
39.9,0,71.9
88,47.8,98.2
79.7,98.2,80.8
98.3,26.8,32.8
36.4,85.7,55.2
63,77.8,4.8
45.8,17.1,48.9
12.5,32,25
10.3,34.3,17.6
78.4,60.1,62
78.2,23.9,53.5
70.3,27.7,53.5
7,34.3,81.4
13.8,58.4,38.4
15.4,1.3,52.4
16.3,52.7,87.9
63.2,10.8,2.8
3.2,33.2,6.7
98,45.9,32.1
62.4,83.4,98.7
99.2,36.7,95.8
8.9,86.2,83.6
57.1,28.4,23.1
14.7,25.5,45.1
2.5,8.7,44.3
46.1,81.9,85.4
88,15.8,88
64.8,3.1,67.5
99.5,40.9,20.2
81,74.5,91.5
57.9,1.2,63
19.5,10,24.3
65.3,9.7,53.5
54.1,38.3,67.8
77.9,20.6,22
89.5,38.2,12.6
76.3,86.6,92.6
72.7,32.5,48.6
40.2,0,85.2
84.7,30,39.5
17.8,37,63.8
57.4,20.4,67.2
36,91.2,44.9
41.9,2.8,97.1
4.1,41,15.4
9.5,88.7,73.9
48,40.4,14.3
63.7,26.1,54.6
69.8,2.8,14
43.2,41.8,99.4
37.6,12.4,7.1
25.3,44.2,21
36.2,98.1,50.7
45,47.4,10.1
80.4,97.1,75.1
90.6,65,50.8
4.5,35.8,8.7
17.5,22.9,83.4
2.9,26.8,44.9
38.6,6.2,20
55,95,32.1
39.2,24.3,55.5
59.8,20.3,29.1
41.9,42.6,79.2
4.5,48.2,44.1
14.6,96.5,95.9
54.4,41.7,99.1
77,79.1,58.3
17.7,52.7,41.9
83.4,91.7,34.9
45.5,85.2,26.8
90.9,35.2,0.7
0.9,59,96.9
85.5,31.1,60.5
13.2,37.5,87.6
65.2,45.2,76.4
72.6,5,18.3
67.1,94.2,74.6
89.9,5.3,71.9
88.5,75.6,5.1
49.1,27.1,67.4
79.7,85.7,22.2
12.8,84.4,36.1
30.5,31.8,26.4
92.7,58.7,5.9
45.7,82.3,85.2
26.2,0.7,47.1
36.8,85.7,99.8
82.6,69.7,49.9
15.1,53,31.6
15.2,63.6,23.2
8.4,68.1,31.9
65.4,25.1,51.9
56.5,17.6,9
12.4,92.8,50.5
89.3,78.9,40.6
76,38.4,34.1
10.4,32.7,39.2
6,96,7.3
28.8,35.1,26.7
99.1,15.9,51.9
99,78.6,98.9
38.3,52.9,33.5
12.6,42.8,87.2
57.3,57.1,16.9
3.4,87.1,98.9
90.4,19.4,53.7
70.6,18.1,57
47.6,70.3,89.4
23.5,92.4,54.8
96.5,92.8,63.8
90.7,99.7,66.6
59.4,46.8,77.5
42.1,64.1,97.4
53.8,53,71
36.3,22,54.8
20,16.8,76.6
53.2,45.4,52
93.5,18.3,75.2
67.9,38.8,33.5
89.5,45.7,69.6
7,71.2,14
70.4,70.9,20.4
26.4,97,67
17.2,49.9,83.3
92.9,64.9,66.4
54.7,29.9,49.8
32.9,65.4,53.5
62.2,60.6,15.7
13.4,88.6,62.5
19.9,54.5,1.9
40.1,42.2,71.4
84.5,64.3,58
70,55.7,91.9
70.7,35,40.7
73.9,60,73.2
18.2,5.6,80.5
75.9,68.6,16.8
8.5,23.4,82.2
8.5,51.1,1.3
20.4,29.8,83.8
8.2,63.3,28.9
67.6,44.6,26.7
59.1,39.2,24.6
84,42.7,22.7
91.4,84,78.6
20.8,92.8,93.3
44.4,87.8,73.5
25.2,19.7,80.5
72.5,83.8,0.2
33.6,4.3,63.2
86.9,87.4,98.4
88.5,23.8,10.1
62,54.5,92.2
50.8,99.9,10
18,74.3,86.2
76,66.8,56.1
47.7,99.6,58.2
24.5,57.2,70.9
2.2,60.5,51.3
9.4,65.8,7
96.4,60.1,31.4
13,94.9,21.1
49.3,10,96.4
40.2,81.1,36.7
9,54.9,65
86,31.5,51.4
3.7,29.2,61.2
9.1,12.6,38.9
29.4,79.5,56.5
61.1,42.3,88.4
56.5,1,45.2
77.3,9.1,5.6
97.2,10.1,73.8
1.8,0.5,88.6
94.4,70.1,53.6
86.1,6.2,75.7
42.7,60.8,50.6
64.1,7.7,21.6
60.5,75.4,23.3
10.8,93.7,91.2
54.8,37.6,58.4
12.2,4.3,67.3
78.7,6.9,83.3
37.1,20.7,31.5
33.5,18,12.7
68.6,92.1,79.4
59.3,8.9,31.1
56.1,22.2,48.7
43.2,41.1,38
80.9,29.2,9.8
69.3,4.2,49.3
81.7,92.4,28.3
17,51.2,96.4
8.3,78,9.8
75.6,75.2,2.4
65.5,82.2,28.3
52.2,24.2,55
2.4,10.4,67.4
96.2,58.3,19.2
66,57.2,61
91.2,62.2,91.6
9,5.8,1.2
88.9,51.7,5.6
60.8,82.5,61.2
5.7,52.1,12.5
19,22.2,6.2
32.7,50,16.8
0,22.6,42.9
42.5,33.6,99.1
10.1,15.3,57.4
63.6,58.5,95.4
35.2,67.7,54.2
67.1,39.5,25.2
46.7,62.3,57.7
93.7,7.5,12.2
80.2,94,80.9
52.9,24.2,76.3
26.1,65.3,22.1
53.5,29.6,9.7
51.2,95.4,72.2
17.8,31.8,98.4
27.9,60.9,0.1
11,78.8,28.3
7,19.7,32.9
10.5,43.5,62.2
42.7,24.7,3.3
58.1,71.6,94.3
78,62.9,91
74.8,81.2,68.4
83.3,91.7,58.1
57.8,13.8,3.9
19.4,5.9,72.4
96.4,6.4,73.3
89.1,3.3,32.4
30.7,7.3,65.8
92.5,50.1,36.1
18.6,1.2,61.3
84,16.1,50.9
22,55.6,35.8
47.3,41.8,2
68.3,26.5,48
75.6,39.6,85.5
6.5,7.4,77.7
12.7,72.9,71.2
46.4,68.7,68.5
46.1,20.7,80.2
17.5,88.5,44.2
3.4,95.9,69.6
5.7,97,61.2
24.9,50.6,91.7
70.2,15.5,10.7
34,60.8,33.1
2.8,30,25.2
14.2,50,4.1
23.3,25.2,4.3
0.6,14.1,38.7
20,3.5,88
82.7,62,35.8
86.5,29.4,73.7
4.8,13.5,16
75,36.4,81.1
59.7,63.4,68.5
76.7,50.9,53.9
33.3,65.9,23.4
34.6,40,84.1
51.6,31,23.8
80.1,99,36
19.5,67.9,41.5
36.7,39,51.9
83.2,87.1,92.2
75.9,45.4,97.8
90.5,23.6,41
75.3,17.8,45.4
7,64.6,73.9
39,43.1,85.6
29.8,66,22.9
45.5,90,95.6
17.5,90,25.1
24.4,61.1,27.4
33,88.5,3.2
62.4,61.2,54
57,85.6,71.4
36.5,50,43.1
49.4,2.3,24.2
45.2,63.7,73.5
40.8,8.6,75.6
7,73.1,82
72,36.3,57.5
43.1,44.7,64.3
8.1,54.1,32.3
0.8,59.9,39
21.9,34.1,43.4
37,16.1,38.7
15,81.6,34.5
36.7,83.2,73
19.6,31.5,44.5
3.5,15,14.3
99.9,67.9,30.4
62.8,78,77
14.6,17.4,91.2
83.8,86.4,9.3
47.8,54.2,21.3
89.6,43.4,94.7
32.8,99.2,65.4
3.5,93.9,70.4
33.9,3.9,50.6
14.5,83,30.9
75.2,83,85.4
86.6,68.3,60
89.6,25.2,4.4
47.4,18.1,45
82.6,52.1,97.6
70.9,26.4,95.4
97.6,91.1,58
23,82.5,65.9
51.7,52.8,33.4
62.1,76.9,91.4
46,93.3,66.6
28.5,10.2,47.9
41.3,34.4,11.7
55.1,95.9,12.6
75.1,94.4,23.8
37.8,40.6,15.8
84.6,73.4,46
44.7,69.9,49.2
0.3,30.9,67.3
50,13.1,77.3
24,91.6,14.1
78.2,91.5,31.9
27.4,53.4,37.2
47.6,22.7,23.4
6.8,82.6,77.7
46.5,87.3,27.8
30.6,42.4,74.2
47,55.2,37.8
41.3,10.3,68.1
93.8,42,87
22.7,84.7,50
6.8,72,99.3
70.6,39.2,44.2
85.1,7.5,8.1
36.2,33.6,51.6
7.9,71.4,92.2
6.7,53.7,9.7
33.6,3.1,34.2
51.5,24.7,54.8
27.1,43.5,88.8
90.6,93.8,4.7
16.4,6.5,42.7
20.2,89.9,50.5
66.1,67.2,7.7
46.1,43.5,41.4
92.7,86.8,8.9
29.9,13.5,24.9
61.5,30.1,80
50.5,5.9,91.7
44.6,9.9,20.7
34.8,10.6,22.8
94,8.5,41.2
32.9,45.3,20.9
65.1,60.6,36.2
57.5,32.9,65.7
84,38.6,83
96.6,50,96.5
80.7,24.9,71.5
6,90.8,62.1
44.2,28.8,73.5
70.5,16.1,59.4
94.9,34.2,83.2
46.2,40.6,43.4
39.7,51.7,3.6
32.8,21.8,33.8
48.9,81.3,2.4
52.4,36.8,68.5
39.6,14.8,53
77.3,78.1,37
60.9,9.6,20.1
37.1,73.7,48
20.1,60.2,95
48.5,16.6,7.8
33.9,58.8,61.3
98.7,44.7,92.2
56.7,79.2,94.7
87.9,70.1,27.4
93.5,24.4,83.7
48.7,24.9,9.9
32.6,83.4,4.5
49.1,38.7,81.4
29.4,17.6,46.7
12.9,95.2,2
81.5,65.5,27.8
50.2,9.5,17.7
1.9,44.7,57.4
73.3,89,20.6
41.8,74.7,37.5
94.7,85.2,14.6
12,75.3,43.4
46.8,36.9,33.9
12.4,93.7,29.8
92.3,86.1,37
86.9,43.2,85.5
83.6,88.4,54.6
64.4,67.7,53.3
88.1,73.9,67.8
78.9,55.9,97.9
55,31.7,55
88,53.7,93
53.5,97.4,41.2
17.7,95.6,87.4
25.7,85.1,60.9
23.6,56.6,64.4
33.3,61.1,37.9
9.7,56.2,73.3
38.1,9.6,85.3
79.5,46.9,38.8
9.2,54.1,84
49.6,1,75.2
67.4,48.6,36.4
85.6,52.6,58.9
96.5,74.3,64.6
84.7,44.3,44.1
50.5,50.1,4
91.1,99.3,12.5
67.1,64.9,75
3.7,43.9,57.4
64.4,10.4,36.5
40.8,83.6,95.7
6.5,25.7,85.6
82.1,84,16.5
17,63.3,43.8
48.4,45.2,0.3
19.6,37.9,16.1
80.8,26.6,67.4
27.7,28.2,98.1
75.5,31.9,31.8
58.1,41.2,85.3
91.8,90.7,96.5
82.4,59.7,9.5
57.3,59.4,20.1
58.6,1.2,24.6
23.1,41.7,25
1.9,66.2,92.7
55.9,83.8,81.2
1.9,93,22.9
8.6,67.5,74.9
63.3,51.2,37.8
18.5,60,97.5
39.5,53.2,73.7
14.4,39.5,53.3
82,64.5,68.4
82.1,16.9,93.6
3.8,24.7,70.2
12.2,80.2,22.4
8.7,93.1,72.8
59.5,60.3,82.3
15.7,56.4,27.2
47.3,89.3,75.1
33.9,69.1,84.5
74.7,15,86.4
70.4,18.8,81.6
2.1,89.4,56.4
55.8,50.7,37.5
30.6,13.8,44.1
29.2,69.3,99
12.1,96.5,64.1
77.8,96.6,94.8
24.8,60.5,2.9
20.5,71.7,28
27.6,60.9,61.9
41,84.2,21.7
16.9,84.7,77.6
33.3,66.2,53.7
4.3,29.7,99.1
33.8,7.5,86.7
86,43.5,49.2
20.6,33.9,39.7
65.1,77.6,78
74.3,34.2,33
0,89.7,47.5
26.1,42.6,69.2
65.8,40.9,11.3
94.9,89.6,29.8
57.3,5.9,2.2
38.3,73.8,29.4
82.9,15.9,30.4
16,32.8,74.1
58.6,57.3,59.7
92,69.5,49.4
56.7,20.1,57.9
61.2,97.1,95.8
87.5,15.2,88.8
73.7,6.8,7.4
99.3,22.7,74.9
70.5,47.9,5.5
2.9,41.6,48.6
85,48.9,28.9
30.9,42.4,88.5
39.3,60.1,94.9
54.1,96.5,43.5
32.1,62.1,39.8
88.7,87.9,81.5
35.6,13.1,33
71.7,24.7,67.1
5.7,86.9,35.6
43,2.8,37.9
95.9,28.8,85.1
56.1,57.4,22.9
51.1,54.1,90.7
99.1,87.2,10.6
16,21.8,98.7
9,72.8,47.3
3.3,31,7.4
89.1,60.3,81.4
91.6,93.4,4.8
66.4,69.2,5.4
92.8,84.9,52.5
84.2,27.3,40.1
76.5,53.4,41.3
49.3,64.6,55.9
9.5,30.7,80.9
94.4,53.1,84.1
15.8,86.4,84.8
73.5,11.6,86
6,41.8,93.3
47.1,8,93.1
43.3,78.9,13.2
44.7,6.5,43.2
68.6,86.3,66.7
35,15.6,7.7
54.8,68.4,62.6
85.6,26.4,64.8
98.4,18.8,44
24,9.5,58.4
69.4,75.9,99.5
38.5,79.6,55.8
44.6,68,41.6
98.3,28,16.6
45.6,40.7,44.1
35.9,74.1,7.1
87.7,80,34.2
7.4,66.8,24
1,45.2,7.9
18.9,81.3,44.1
0,21.7,19.5
1.3,61,96.3
94.7,5.5,83.8
45.3,6.7,97.8
62.4,23.5,21.9
26.5,36.9,9.2
39,6.8,83.3
81.2,92,40.5
69.1,53.6,48
23.5,36.4,33
96.9,81.8,95.5
70.5,51.2,4.6
12.8,70.9,72.2
81.7,62,61.9
71.2,58.9,94.4
70.2,74.8,69.6
25.8,1.6,6.8
6.7,91.1,73.7
72.9,84.6,68.1
38.6,63.8,98
4.3,66.7,89.3
98.2,79.2,88.6
36.9,0.8,52.4
69.3,14.8,22.9
59.5,85.6,6.9
37.4,11.1,71.8
0.7,6.2,2.8
38.2,16,3.4
96.9,10.2,54.2
72.5,56.3,31.7
17.5,57.2,31.6
38.6,99.1,20.3
55.3,58.6,70.2
50.3,14.1,96.9
33,69.1,93.8
50.2,22.5,47.2
21.5,34.5,76.2
5.7,83,48.8
73.9,66.6,30.5
85.5,84.1,71.8
35.5,69.3,94.8
38.5,49.1,68.4
40.5,18.5,8.7
73.5,78.1,21.2
65.4,51,56
62.3,71.2,64.6
79.6,78.3,27.3
82.7,48,4.5
19.5,55.5,14.8
82.8,52.3,16.2
2.6,78.2,42
59.4,19,47.8
36.9,40.2,27
68.9,50.7,61
7.5,60.5,67.8
81.7,61.6,52.3
24.1,49.2,84.2
35.6,28.1,94.9
38.6,2.3,6.7
33.3,56.1,17.3
77.9,52.4,37.2
76.7,34.9,70.5
74.9,32.2,9.2
88.9,22.3,23.9
49.3,19.4,18.7
61.8,14.8,78.2
41.5,80.3,91.7
10.5,87,48.9
70.2,11.5,55.9
41,27.2,2.1
96.4,4.7,81.4
35.7,74.6,97.2
91.2,73.1,6.1
64.9,1.7,85.8
89,38.1,88.4
44.2,17.1,39.9
6.9,57.3,5.6
63.9,61.1,7.7
62.3,72.3,42.5
97.3,16.6,60.1
46.8,49.7,43.3
31.3,36.7,42.3
35.7,48.6,21
14.6,83.4,69.6
9.1,22.4,10.6
40.2,86.3,57.1
18.9,19,96.7
98,79.2,0.9
52.7,62.9,13.6
68.8,70,31.4
66.7,58.5,38.4
81.4,87,74.5
78.6,10.1,72
88,5,39.7
97.4,66.2,31.8
25.7,82.1,84.4
2.8,29.6,88.3
92.4,43.1,13.2
92.3,71.7,71.1
83.1,51.4,18
34.1,4,4.4
67.6,16.8,35.6
43.4,61.3,79
63.9,9,22.1
5.8,47.3,30.6
82.7,58.8,80.9
68.1,11.8,58.7
1.8,36.2,84.6
67,51.3,37.7
54.7,3.7,67.2
3.9,20.9,61.5
41.4,6.2,13.8
75.5,3.4,9.4
74.7,43.6,20.8
70.8,31.7,25
20.8,37.6,92
12.9,99,73
32,48.4,28.1
7.2,45.9,28
36.8,45.9,53.5
46.9,94.7,75.8
21,29,81.4
5.7,41.1,86.6
99.9,82.4,97.4
49.4,19.1,49.7
74.5,8.3,61.6
14.4,0,28.1
47.6,98.5,97.2
77.3,48.5,43
30.3,33.5,59.5
17.4,5.8,55.2
98.4,63.7,97.1
71.5,33.6,90.5
13.6,22.1,85.2
49.9,97.9,18.7
14.2,68.3,41
43.2,68.8,4.3
79.9,39.8,34.7
86.4,1.3,73
55.1,30.6,83.5
47.2,43.5,18
95.5,63.8,81.3
95,25.7,27.4
0.4,77.6,24.9
84,46.1,47.3
89.8,42.5,98.2
19.8,0.2,87.8
45.3,20.1,17.5
42.6,34.7,72.6
